MarkerNum,Atlas_Number,Title,IndexName,Address,City,County,CountyId,Utm_Zone,Utm_East,Utm_North,Code,Year,Rthl,Htc,Loc_Desc,PrivateProperty,ConditionText,Size,MarkerText,HasFiles,HasImages,HasMapLocation,latitude,longitude
5076,5337005076,St. Peter Lutheran Church,Saint Peter Lutheran Church,806 N Lindsey                                                                                                                                                                                           ,Bowie,Montague ,169,14,607405.0,3714364.0,Lutheran denomination; churches; German immigrants/immigration,1988.0,True,False,"806 North Lindsey, Bowie.",False,In Situ,"18"" x 28""",German Lutheran immigrants who settled in this area in the late 19th century were added to The Rev. John C. Schulenberg's North Central Texas Mission itinerary in 1893. St. Peter Lutheran Church was organized in 1894. That year a small wood frame sanctuary was built on land (5 mi. NE) donated by Henry Husfeld. In 1903 The Rev. H.B. Wurthmann became St. Peter's first resident Pastor and in 1919 a new sanctuary/school building was erected. One service a month was conducted in German until 1940. Church facilities were moved here in 1948. The church continues to serve the local community. (1993),False,False,True,33.56354417474901,-97.84286697145545
5077,5097005077,Saint Peter's Catholic Church,Saint Peter's Catholic Church,,Lindsay,Cooke,49,14,664517.0,3723180.0,eccesiastical buildings; churches; Roman Catholic denomination,1970.0,True,False,"Intersection of Ash and Main, Lindsay.",False,In Situ,Medallion and Plate,"Organized 1892. Present church was erected in 1918 to replace structure destroyed by cyclone. Lindsay settlers, Germans whose lives centered in the church, furnished much manual labor for the building and saved old windmill towers to be used as reinforcements in concrete. The interior is lavishly decorated with unusual frescoes, stained-glass windows, and carved altars. Swiss artist was Fridolin Fuchs. Architecture is neo-Romanesque. Recorded Texas Historic Landmark--1970.",False,False,True,33.63574314015579,-97.22615356901811
5080,5481005080,St. Paul Lutheran Church,St. Paul Lutheran Church,319 N. East Ave.                                                                                                                                                                                        ,Wharton,Wharton,241,14,782156.0,3246156.0,Lutheran denomination; German immigrants/immigration; churches,1990.0,False,False,"319 N. East Avenue, Wharton",False,In Situ,"18"" x 28""","This church traces its history to 1893, when German settlers in Waterhouse (about 10 miles W) began worshiping together. Officially named St. John Lutheran Church in 1895, the congregation moved to Glen Flora in 1920, after storms destroyed its first three houses of worship. The Glen Flora sanctuary, built in 1920, was destroyed by a 1929 tornado. The congregation moved to Wharton in 1941, taking with them the small frame sanctuary they had built in 1929. Renamed St. Paul Lutheran Church, the congregation eventually erected larger facilities at this site.",False,False,True,29.31289173730123,-96.09497808952528
5084,5227005084,St. Thomas Catholic Church,Saint Thomas Catholic Church,605 North Main Street,Big Spring,Howard,114,14,266280.0,3571890.0,eccesiastical buildings; churches; Roman Catholic denomination; Gothic Revial (Architectural style),1988.0,True,False,"605 North Main Street, Big Spring",False,In Situ,"18"" x 28""","Organized in 1883 under the leadership of The Rev. H. A. Boniface, the first Catholic parish in Big Spring was named St. Mary's. A small frame sanctuary was built and early services were conducted in English, German, and Spanish. The need for a larger place of worship resulted in the construction of this building. Completed in 1911 under the direction of J. M. Morgan, it was dedicated to St. Thomas, the native stone structure features an extended center entry tower, Gothic arched windows, side buttresses, and corner limestone quoins. Recorded Texas Historic Landmark - 1988.",False,True,True,32.25939240138427,-101.4810719167157
5093,5123005093,"Stagecoach Inn, 1856","Stagecoach Inn, 1856",                                                                                                                                                                                                        ,Hochheim,DeWitt,59,14,665662.0,3241519.0,"inns, hotels, motels; stagecoach routes, stands, etc.",1964.0,True,False,"from Hochheim, take Highway 183 south about 1.7 miles go west about .2 mile      PRIVATE",False,In Situ,Medallion and Plate,"Built by V. Hoch, a native German; of stone quarried nearby. An inn on Austin-Indianola Stagecoach Road. Purchased by Valentine Bennet, 1899. Restored by his grandson, Ross Boothe, Jr. 1954. Recorded Texas Historic Landmark, 1964",False,False,True,29.29177460776659,-97.29447712205017
5105,5091005105,Stephen Klein Home,"Klein, Stephen, Home",131 S. Seguin Street                                                                                                                                                                                    ,New Braunfels,Comal,46,14,584757.0,3286151.0,"county official; houses, residential buildings",1967.0,True,False,"131 S. Sequin, New Braunfels",False,In Situ,Medallion and plate," Built 1846 by Stephen Klein. one of our first Comal County Commissioners; ""fachwerk"" construction. Purchased by Edward Naegelin, Sr. in 1868. Recorded Texas Historic Landmark - 1967",False,True,True,29.702582928351564,-98.12383110891126
5117,5029005117,Old Edward Steves House,"Steves, Edward, House",509 King William St.,San Antonio,Bexar,15,14,548966.0,3253815.0,"houses, residential buildings; German immigrants/immigration; Victorian (architectural term)",1970.0,True,False,,False,In Situ,RTHL medallion and plate,"Excellent example of lavish Victorian architecture of late 1800s. Built in 1874 by German immigrant Edward Steves, founder of a family prominent in city financial and social circles. Stuccoed limestone exterior walls are 13"" thick. The richly decorated front porch reflects skilled carpentry and millwork. Rain water once drained into a cistern from the Mansard roof. The San Antonio Conservation Society acquired the house in 1952. Recorded Texas Historic Landmark - 1970 ",False,False,True,29.41268582222296,-98.49525408639609
5227,5451005227,The Tenth Cavalry,Tenth Cavalry,630 S. Oakes St.                                                                                                                                                                    ,San Angelo,Tom Green,226,14,364000.0,3480891.0,forts; African American topics; military topics,1987.0,False,False,"Fort Concho National Historic Landmark, NW side of parade ground, E side of S. Oakes St.",False,In Situ,"27"" x 42""","Following the Civil War, the United States Congress authorized the creation of six regiments of black U.S. Army troops. The Tenth Cavalry was organized in 1867 under the leadership of Col. Benjamin Grierson (1826-1911). The order creating black troops also specified that they would be commanded by white officers. Facing problems of racial discrimination at the regiment's headquarters in Fort Leavenworth, Kansas, Grierson wanted the Tenth Cavalry reassigned to the West, and they arrived at Fort Concho in the Spring of 1875. The contributions of the men of the Tenth Cavalry to the settlement of the American West are of major importance. They took part in grueling scouting and mapping expeditions and campaigns against hostile Indians, often facing days without proper supplies or water on the high plains. They were instrumental in the defeat of the Mescalero Apache Indians led by Chief Victorio in 1880. The men of the Tenth Cavalry were stationed at Fort Concho until 1882, when they were moved to Fort Davis. Transferred frequently after 1885, members of the unit eventually served throughout the world, including Cuba, North Africa, Germany, Korea, and Vietnam. (1987)",False,False,True,31.454776943224495,-100.4313599519161
5236,5187005236,Tewes House,Tewes House,280 Linne Road,Marion,Guadalupe,94,14,587041.0,3260188.0,"houses, residential buildings; German immigrants/immigration",1996.0,True,False,"280 Linne Road, Seguin (correct address:  8280 Linne Road, 9.5 miles south of Marion)",False,In Situ,Medallion and Plate,"Built in the 1870s, this limestone, masonry and stucco house was the home of Carl August Edward Tewes, his wife Texanna Wooten Newton, and their children. Tewes immigrated from Germany in 1854, was a Civil War veteran, became a merchant in Guadalupe County, and served as postmaster in New Berlin for 26 years. The house remained in the Tewes family until 1976. It features a central hall plan and is an example of an early pioneer house. Recorded Texas Historic Landmark - 1996",False,False,True,29.468132897027274,-98.10229891770395
5258,5091005258,Texas Germans in the Civil War,Texas Germans in the Civil War,                                                                                                                                                                                                        ,New Braunfels,Comal,46,14,585448.0,3285752.0,Civil War; German immigrants/immigration,1964.0,False,False,"at inersection of S.Comal and E. Jahn in Lindheimer Plaza, New Braunfels",False,In Situ,"18"" x 28"""," In 1861, ten heavily German counties in Texas voted against secession, though Comal County was as exception. States' rights puzzled some voters. Many had lately taken naturalization oaths. After secession, some avoided military duty from concern about their families. Others left to join U.S.units. Majority sentiment supported the Confederacy. Three companies from Comal, with other German troops, were praised for their discipline, high morale and skill, and the pride with which they defended Texas.",False,False,True,29.698934930693618,-98.11672015863827
5261,5149005261,Early Texas Hotels and Inns,Early Texas Hotels and Inns,N. Washington St.                                                                                                                                                                                      ,Round Top,Fayette,75,14,722114.0,3328258.0,"inns, hotels, motels; German immigrants/immigration",1967.0,False,False,"N. Washington St. (FM 237), E side between Main and E. Mill streets on town square",False,In Situ,"27"" x 42""","Two miles east, at Winedale, is the Old ""Sam Lewis Stopping Place"" of the 1850s--a typical early Texas inn, now a University of Texas research center. Built 1834, as a settler's 2-room log cabin of hand-hewn cedar; then enlarged twice and (with work of local German craftsmen) improved in style, it was home after 1848 to Lewis, his wife, eight children; also entertained guests from passing stagecoaches. It was near roads connecting major Texas cities. Many roadside homes in early Texas were inns. The horseback traveler would shelter his pony in the barn, share family meals, get a room for the night. All stage lines depended on such accommodations-- for changes of horses, for passengers' meals, and for overnight stops. With travel difficult at best, such inns rendered a service of great public necessity. A frontier inn might even be a dugout, where the guests rolled up in blankets and slept on the floor. (Travelers sometimes had to sleep under a tree, so any sort of sheltering house was usually welcomed.) Most stage stops dispatched and received U.S. mail for the community. Towns originated at many stops. In early Texas, famous hotels included the Tremont, Galveston;The Old Capitol, Houston; several in Austin. (1967)",False,False,True,30.065287364172775,-96.69585375145645
5264,5187005264,Texas Lutheran College,Texas Lutheran College,                                                                                                                                                                                                        ,Seguin,Guadalupe,94,14,598028.0,3271845.0,Lutheran denomination; educational topics; Swedish immigrants/immigration; Norweigan settlement; German immigrants/immigration,1991.0,False,False,"College entrance on Fleming Street, just north of US 90A",False,In Situ,"27"" x 42""","The first German Evangelical Lutheran Synod in Texas authorized the establishment of a college in Brenham in 1890. Directed by the Rev. G. Langner, the Evangelical Lutheran College of Brenham opened in September 1891. Modeled after the European Gymnasium Schools, the Brenham Academy offered elementary and secondary courses taught in both German and English. It continued as an academy until 1906. That year the Synod limited the focus of the school to prepare students for the ministry. In 1909 the name was changed to Evangelical Lutheran Proseminary. The school remained in Brenham until 1912, when it moved to Seguin after citizens here offered land and improvements as a relocation incentive. Re-established as a coeducational academy, it became known as The Lutheran College of Seguin and gained accreditation in 1928 from the Texas Association of Junior Colleges. The Swedish Lutheran Trinity College at Round Rock merged with the Seguin school in 1929, and in 1932 the name was changed to Texas Lutheran College. It became a senior college in 1948 and attained accreditation in 1953. In 1954 the Norwegian Lutheran Clifton College merged with Texas Lutheran College. (1991)",False,False,True,29.572511484689866,-97.98795153899563
5306,5091005306,The Church of Saints Peter and Paul,"Church of Saints Peter and Paul, The",386 N. Castell                                                                                                                                                                                          ,New Braunfels,Comal,46,14,584343.0,3286252.0,churches; educational topics; Roman Catholic denomination; German immigrants/immigration,1976.0,False,False,"386 N. Castell,  New Braunfels",False,In Situ,"18"" x 28""","German Catholic colonists, who came to New Braunfels in 1845, obtained their promised church and school site (1847) when Bishop John M. Odin was deeded four lots here on ""Lustiger Strumpf"" (Happy Stocking) Hill -- so called from its shape. A log cabin at first, and then a walnut wood chapel stood here. Since 1871 this Gothic church of native limestone has crowned the hill. The church steeple, felled by an 1881 storm, was rebuilt and had a clock added in 1889. Franciscan Conventual Fathers, Benedictines, and Sisters of Divine Providence have, by turns, conducted school. (1976)",False,False,True,29.703522589934504,-98.12810251538193
5318,5265005318,The Cypress Creek School,Cypress Creek School,Stoneleigh Rd.                                                                                                                                                             ,Center Point,Kerr,133,14,502168.0,3320639.0,educational buildings; educational topics; design and construction; German immigrants/immigration,1982.0,True,False,"Cypress Creek community, Stoneleigh Rd., W side 150 feet S of Lazy Valley Rd./Faltin Rd. N, 250 feet W of FM 1341",,,Medallion and Plate,"Pioneer German settlers of the Cypressville community, later known as Cypress Creek, formed a school district in 1879. The original frame schoolhouse was replaced by this structure in 1908. Built of limestone quarried on Otto Lich's property, it was completed under the supervision of stonemasons Charles and Otto Bartel. Classes were held in the Cypress Creek School until 1942, when it was consolidated with the Comfort School District. Recorded Texas Historic Landmark - 1982",False,False,True,30.01672650513557,-98.9775177218435
5327,5123005327,The Edward Mugge House,"Mugge, Edward, House",218 Terrell St.,Cuero,DeWitt,59,14,666243.0,3219478.0,"houses, residential buildings; German immigrants/immigration; markets, merchantiles",1971.0,True,False,"218 Terrell St., Cuero",False,In Situ,"27"" x 42""","Built in 1870s by a key man in the activities and ideology that gave the town of Cuero its economic leadership role in late 19th century south Texas. Edward Mugge (1839-97), a native of Germany, arrived in the now-extinct seaport of Indianola (80 miles southeast) on Aug. 20, 1854. Seizing opportunities to rise through hard work and resourcefulness, he attained in two decades the eminence of partnership in the pioneer banking firm of H. Runge and Company. In his diverse enterprises he offered many other young men -- particularly those of similar Teutonic - American heritage -- chances to invest work and skill in development of this area. Beginning this house as a typical comfortable home of the region, he originally built seven rooms -- three of these milled in Saint Louis and assembled here. Over ensuing years he made additions as surprise gifts to his wife (Nee Pauline Blumenthal) and six children: Edward, Lilly, Anna, Henry, Oscar, and Fred. The house grew to 15 rooms, five halls, three porches. On grounds were a summerhouse, greenhouse, bath house, wash house, smokehouse, huge cistern (still existent), and stables (which later became a garage for some of the first automobiles in Cuero). The Mugge house illustrates the history of its builder and period. Recorded Texas Historic Landmark - 1971",False,False,True,29.092851366335235,-97.29179727731801
5329,5259005329,The Engel Store,Engel Store,                                                                                                                                                                                                        ,Bergheim,Kendall,130,14,541000.0,3299547.0,"German immigrants/immigration; markets, merchantiles",1983.0,False,False,from Boerne take SH 46 about 10 miles to store in Bergheim - now called Bergheim General Store.,False,In Situ,"18"" x 28""","A native of Austria, Andreas Engel (b. 1864) migrated to Texas in 1885. In 1900 he purchased land here and built a cotton gin, around which an agricultural community developed. When the area post office was moved here in 1901 and Engel became postmaster, he named the town Bergheim, German for ""home in the hills"". He and his wife Eva opened a store at this site in 1903. Their son Alfred added later services, including a cedar yard, to meet community needs and aid local development. A symbol of Bergheim's pioneers, the store has remained in the Engel family. (1983)",False,False,True,29.825697537281577,-98.57564068401342
5330,5321005330,The F. Cornelius House,"Cornelius, F., House",SH 71                                                                                                                                                                           ,Midfield,Matagorda,158,14,774238.0,3206244.0,"houses, residential buildings; German immigrants/immigration",1971.0,True,False,Off SH 71 on private property,True,Access Restricted,RTHL medallion and plate,"Friedrich Caspar Cornelius (1850-1946) migrated from Germany to Texas in 1870, shortening name to F. Cornelius. From employers he learned ranching. By 1875 he owned cattle; bought land here in 1882; built house 1886-88 of lumber hauled from Indianola on an ox-drawn slide. Despite storms and floods, he held and added to his lands, giving portions to his children as they came of age. He was a charter member of the Old Trail Drivers' Association. Recorded Texas Historic Landmark - 1971",False,False,True,28.954840443730593,-96.18624052985864
5334,5123005334,The Five-Mile (Ratcliffe)- Rabke Community,Five-Mile Ratcliffe Rabke Community,                                                                                                                                                                                                        ,Cuero,DeWitt,59,14,658319.0,3209417.0,settlements; German immigrants/immigration; ghost towns,1985.0,False,False,"from Cuero, take FM 2718 west 8 miles west",False,In Situ,"18"" x 28""","When four well-educated German families settled on Five Mile Creek in 1849, the community was called Latiner for their knowledge of Latin. Capt. Robert Kleberg (1803-88), Battle of San Jacinto veteran, was one early resident. In the 1880s, the German settlement of Rabke grew up nearby. Edward Rabke's store housed the post office, 1898-1905, and Woodmen of the World Lodge. Local children attended Five Mile School, which moved to the Ratcliffe farm in 1921. Except for Rabke Methodist Church, the early community landmarks have disappeared.",False,False,True,29.0030904193858,-97.37461514177946
5346,5101005346,The Gray and The Blue,"Gray and the Blue, The",                                                                                                                                                                                                        ,Paducah,Cottle,51,14,379648.0,3764630.0,Civil War; military topics,1964.0,False,False,"Courthouse lawn, corner of Highway 83 & Highways 62/ 70, Paducah",False,In Situ,"27"" x 42""","Into the western part of Texas, about 1885 came Civil War veterans of the Gray and the Blue, to tame the wilderness. They grazed cattle where drought parched the grass. Lived in dugouts. Found daily existence a siege that reminded them of war hardships. On occasional trips into town, verbally refought the war on the Courthouse Square, but lived peacefully together to build a great county. In Cottle County, 85 per cent of the early pioneers had worn the Gray. One out of 3 had been in Texas units. Others, were from Alabama, Arkansas, Tennessee and Virginia. Of the great early brands, most were owned by Confederate veterans, but one in Cottle was run by a strong pro-Unionist. 8,722 Union veterans lived in Texas in 1890. One example in Cottle County at this time was Union veteran, William Frederick Liedtke (1836-1914), who had migrated to the U.S. from Prussia, in 1856. He served as a county official and then as state auditor of Nebraska before settling in Paducah. He was legal advisor, abstractor and Justice of the Peace here. Gray or Blue in the 1860s, the 1890 uniform tended to be cowman's regalia on an American looking to the future rather than at the past. (1964)",False,False,True,34.01540541450101,-100.30343955924914
5364,5091005364,Joseph Klein House,"Klein, Joseph, House",135 N. Market Street                                                                                                                                                                                    ,New Braunfels,Comal,46,14,584770.0,3286400.0,"houses, residential buildings; German immigrants/immigration",1979.0,True,False,"135 N. Market St., New Braunfels",False,In Situ,Medallion and plate," One of the German immigrants who arrived in New Braunfels in 1845, Joseph Klein built this simple frame house about 1852. Origianally it stood at the corner of San Antonio and Market Streets. In 1859 Klein sold the property to William Kuse, a shoemaker who kept his shop in part of the house. The structure was moved here to the back of the lot in 1898, when Kuse's daughter Emilie (1854-1903) and her husband Theodor Eggeling (1851-1916) built the Eggeling Hotel. Recorded Texas Historic Landmark -1979",False,True,True,29.704829004516206,-98.12367722801073
5365,5325005365,The Joseph Meyer Homestead,"Meyer, Joseph Homestead",                                                                                                                                                                                                        ,Castroville,Medina,163,14,512158.0,3246703.0,farms; settlements; Alsatian immigrants/immigration,1976.0,False,False,"800th block, Lower LaCoste Road, Castroville.",False,In Situ,"27"" x 42""","Joseph (1803-87) and Katherine (Koos) Meyer, pioneers from Alsace, bought this 4-acre homestead in 1855. Except for a roadway, it remains as platted by surveyor John James for Henri Castro in 1844, and is the only undivided tract in Castroville. The house is typically Alsatian in roof line and room arrangement. The thick rock walls were plastered with lime from Meyer's kiln near the Medina River. Meyer gave his land to a daughter, Mrs. Leahr. Alex, Rosalie, and Fred Jungman, and the Robert Gerloffs were later owners. Col. and Mrs. Irvin Keefer bought the tract in 1960. 1976",False,False,True,29.349394002898322,-98.87475098082582
5386,5091005386,New Braunfels Academy,New Braunfels Academy,420 W. Mill St.,New Braunfels,Comal,46,14,584312.0,3285959.0,educational topics; German immigrants/immigration,1986.0,False,False,,False,In Situ,"27"" x 42""","The first German settlers here in the 1840s were assured by their sponsor--The Society for the Protection of German Immigrants to Texas--that schools would be provided in their colony. The society hired its first teacher in 1845, and classes began that August. State legislation in 1845 authorized the creation of county school districts, and the city of New Braunfels became Comal County School District One. But in 1856 the legislature retracted school laws supporting local districts and special school taxes. In response, the city persuaded the legislature to create the New Braunfels Academy in 1858 and to grant authority for a city property tax and tuition to fund the school, thus making the academy one of the first tax-funded schools in Texas. Public school property and equipment were transferred to the academy, including the 1856 schoolhouse on this site and textbooks in German and English. The academy provided education and examined students and teachers alike through 1871. That year the state finally established an education system, and a public school occupied the building here. The academy trustees fulfilled their debts by renting the school building to the state before their charter expired in 1879.",False,False,True,29.700880675861875,-98.1284457765026
5411,5427005411,"The Rev. Gustav Gollbach, O.M.I.","Gollbach, Rev. Gustav, O.M.I., The",305 N. Britton Ave.                                                                                                                                                                                   ,Rio Grande City,Starr,214,14,518002.0,2917930.0,religious leaders; Presbyterian denomination; Roman Catholic denomination; German immigrants/immigration,1992.0,False,False,"305 N. Britton Ave., southeast corner of Britton Ave. and 4th St. English-language version of marker, with Spanish-language version nearby.",False,In Situ,"18"" x 28""","(September 24, 1878-December 26, 1955) A native of Germany, Gustav Gollbach was ordained a priest in the Oblates of Mary Immaculate Order on April 21, 1906. He immigrated to Texas soon after his ordination, and served churches in Del Rio, Castroville, Mercedes, San Benito, and Ballinger before coming to Rio Grande City in 1924. Serving as pastor of Immaculate Conception Church until 1937, he built a replica of the Grotto Shrine at Lourdes, France, using petrified wood and native stone from the Roma area. Dedicated in 1928, it has become an important historic site in the Rio Grande Valley. (1992)",False,False,True,26.381353114436372,-98.81953322902751
5441,5177005441,The Town of Waelder,"Waelder, Town of",                                                                                                                                                                                                        ,Waelder,Gonzales,89,14,664603.0,3285776.0,cities and towns; railroads; German immigrants/immigration,1968.0,False,False,"Junction of SH 97 & US 90, NW corner, Waelder.",False,In Situ,"27"" x 42""","In 1876, when the Galveston, Harrisburg, & San Antonio Railroad built through Gonzales County, this town was laid out to serve as a shipping point for the surrounding agricultural and ranching area. Hopkinsville, a thriving community five miles north, moved here to become the nucleus of Waelder. Because of valuable services rendered to railroad interests in the early days, the G. H. & S. A. named the new town for the company attorney, Frederick Jacob Waelder (1820-1887). Born in Germany, Waelder spent most of his life in Texas, where he was a lawyer, representative in the State Legislature (1855-1859), and briefly an officer in the Confederate Army. He was also a leader of the German - Texas colonists in numerous undertakings. The town of Waelder, which grew to be the second largest in the county by 1900, can trace the history of its populace back to the three waves of German immigrants who settled in Texas from 1831 to 1900. Highly regarded by their neighbors, German citizens were considered frugal and industrious. Joining with Latin- Americans and ""old south"" Anglo-Americans, the two other largest ethnic groups in Texas, they have left a distinctive mark on the culture of the state.",False,False,True,29.691170195616916,-97.29871588616834
5443,5285005443,The United Methodist Church of Hope,United Methodist Church of Hope,                                                                                                                                                                                                        ,Yoakum,Lavaca,143,14,694523.0,3233756.0,churches; Methodist (Methodist Episcopal and United Methodist) denomination; German immigrants/immigration,1976.0,False,False,"from Yoakum, take SH 111 south about 10 mile, then go west about 1.5 miles on CR 414 to CR 413A",False,In Situ,"18"" x 28""","German pioneers founded this church before 1845. It met in a log hut on Scarborough's Branch, had 23 members in 1850s, used German language in worship, and was in German missions circuit. Christoph and Christina Hornburg gave a 2-acre site on Clark's Creek in 1855, and the second log meeting house was erected. The present church was built in 1889 on newly-purchased site in hope. By 1890, the membership reached about 100. The Sunday School was organized in 1892, and remains active. Up to 1894 this was the only church in hope community.",False,False,True,29.217628584620485,-96.99885053466008
5451,5325005451,The Wiemers Oak,Wiemers Oak,CR 454                                                                                                                                                                                    ,Hondo,Medina,163,14,494402.0,3249712.0,Methodist (Methodist Episcopal and United Methodist) denomination; German immigrants/immigration; Botany,1977.0,False,False,Off CR 454 on private property,True,,"18"" x 28""","The land on which this live oak stands was purchased by German migrant Johann Wiemers, who came here in 1854. The Rev. John Schaper held services under the tree and converted Johann and his wife Aalke to Methodism. They became charter members of the New Fountain Methodist Church. The first church building was erected near this site. This tree also shaded the Wiemers and their neighbors as they met for reunions or used a mule-drawn press in molasses making. The land was inherited by the Wiemers' descendants, who built a home near the ancient oak. (1977)",False,False,True,29.376597978760003,-99.05768470211927
5452,5123005452,The William Frobese Home,"Frobese, William, Home",305 East Newman St.,Cuero,DeWitt,59,14,666398.0,3218760.0,"houses, residential buildings",1970.0,True,False,SE corner E. Newman Street and Stockdale Avenue. Marker reported missing Jun. 2023.,False,Missing,RTHL medallion and plate,"One of oldest homes in Cuero built in port city of Indianola (70 miles southeast) by William Frobese (1838-1911), who came from Germany to Texas in 1859 and rose to place of leadership as a partner in foremost banking-mercantile firm, H. Runge and Company. After Indianola's ruin in 1875 storm, house was dismantled and moved here by oxcart, with the parts numbered for reassembly. Frobese had 10 children. House is still owned by descendants. Recorded Texas Historic Landmark - 1970",False,False,True,29.086353416889207,-97.29031220983347
5460,5259005460,Theis House,Theis House,                                                                                                                                                                                                        ,Boerne,Kendall,130,14,526061.0,3295865.0,"houses, residential buildings; German immigrants/immigration",1984.0,True,False,"on Newton Alley behind 242 Main Street, Boerne",False,In Situ,Medallion and Plate,"This pioneer home was built in 1858 by German immigrant Phillip Jacob Theis (1809-1876), an early Kendall County blacksmith and wheelwright. The original part of the Theis house is a dogtrot plan of palisade construction. Willow branches were woven around cedar support posts to form the walls, which were then packed with clay and rock and finally stuccoed for protection. The Theis house is a rare surviving example of this construction type. Recorded Texas Historic Landmark - 1984",False,False,True,29.792874495098754,-98.7303500500721
5504,5215005504,Tom Mayfield,"Mayfield, Tom",125 West 5th St.                                                                                                                                                                                  ,San Juan,Hidalgo,108,14,584017.0,2897067.0,World War I; law enforcement; rangers; local law enforcement officer,1993.0,False,False,"W. 5th St. (Business 83), south side between S. Lincoln St. and S. Nebraska Ave. at San Juan Hotel",,,"18"" x 28""","(June 16, 1880 - November 26, 1966) Tom Mayfield left the Gonzales County farm of his parents, John and Maggie Mayfield, in 1898 to help buy horses for Teddy Roosevelt's Rough Riders. Between 1910-1921 Tom served as Pharr city marshal, Texas Ranger, and Hidalgo County deputy sheriff. His role in exposing a German-Mexican WWI plot in nearby San Diego and his amazing escape from a Mexican firing squad in 1921 made Tom a local celebrity. As Pharr-San Juan-Alamo's deputy constable (1938-1963) Tom gained the community's highest respect. He spent his last years as a resident of the San Juan Hotel. (1993)",False,False,True,26.190627299204547,-98.15913882008111
5541,5149005541,Townsend-Bremer House,Townsend-Bremer House,                                                                                                                                                                                                        ,Warrenton,Fayette,75,14,717460.0,3321003.0,"Greek Revival (Architectural style); houses, residential buildings; pioneers",1990.0,True,False,"From Warrenton, take FM 237 South about 1 mile.",False,In Situ,Medallion and Plate,"Nathaniel Townsend (1804-1864) came to Texas in 1830. He hired James Stephens to build this house, which was finally completed in the late 1830s, following the Texas Revolution and Townsend's service as Republic of Texas consul in New Orleans. German immigrant Heinrich Bremer purchased it in 1905, and it remained in his family until 1961. A rare example of Republic of Texas-era architecture, the house exhibits Greek revival influences. Recorded Texas Historic Landmark - 1990",False,False,True,30.00070216115697,-96.74558334147972
5562,5193005562,Trinity Lutheran Church,Trinity Lutheran Church,11860 FM 218 W,Pottsville,Hamilton,97,14,564396.0,3504544.0,Lutheran denomination; churches; German immigrants/immigration,1991.0,False,False,,False,In Situ,"18"" x 28""","German Lutherans in Pottsville and surrounding communities formed an evangelical Lutheran congregation in 1891. The first resident pastor, the Rev. F. Naumann, served from 1898 to 1903. Church services were held in the McGirk Community Schoolhouse (12 miles south) until 1907, when a sanctuary was built near Pottsville. The congregation established a German school in 1908. Worship services were conducted exclusively in the German language until 1929. A new sanctuary was built at this site after the original church building was destroyed by fire in 1937.",False,False,True,31.674374840136547,-98.32063588633518
5564,5089005564,Trinity Lutheran Church of Frelsburg,Trinity Lutheran Church of Frelsburg,                                                                                                                                                                                                        ,Frelsburg,Colorado,45,14,736697.0,3307222.0,Lutheran denomination; German immigrants/immigration; churches,1978.0,False,False,1 block W. of FM 109 intersection; on FM 1291 in Frelsburg.,False,In Situ,"18"" x 28""",William Frels came to Texas from Germany in 1834 and joined other pioneers settling here. Frontier pastors such as the Rev. J. C. Ervendberg cared for their religious needs. In 1855 Frels gave sites for a church and cemetery and the Rev. C. Roehm organized the congregation. For years the pastors taught a day school. The Texas Evangelical Synod met here on various occasions. The present sanctuary replaced an earlier one destroyed in a windstorm. In 1930 Trinity joined with other congregations to originate the American Lutheran Church. English language services began in 1932.,False,False,True,29.872881792032487,-96.54934797237604
5571,5149005571,Turner Hall,Turner Hall,                                                                                                                                                                                                        ,Schulenburg,Fayette,75,14,701940.0,3284428.0,fraternal organizations; buildings; institutional buildings; German immigrants/immigration,1996.0,False,False,"Bolhman Ave. & Black St., Shulenburg.",False,In Situ,"18"" x 28""","(American Legion McBride Post #143) This building was erected by the Schulenburg Turnverein, a German gymnastic club. Built in 1886 on the corner of Summit Street and Upton Avenue (presently U.S. Hwy. 90), Turner Hall, constructed by Henry Bohlman, was the primary community center. Through the years the hall was the site for theatrical performances, musical concerts, social events, and seasonal celebrations. The local American Legion post obtained the hall in 1936 and moved it to Wolters Park in 1937. Turner Hall continues to serve the Schulenburg community as it has for more than a century.",False,False,True,29.673496150339286,-96.91325725761925
5590,5091005590,Ullrich Home,Ullrich Home,554 W. Mill St.                                                                                                                                                                  ,New Braunfels,Comal,46,14,584240.0,3285623.0,"houses, design and construction; German immigrants/immigration",1965.0,True,False,NW side N. Mill Street between N. Guenther and N. Academy avenues. Medallion reported missing Sep. 2018.,False,Missing,RTHL medallion and plate,"Sand brick home built 1855, by Geo. Ullrich, who had driven first wagon of German emigration Co. settlers in 1845 across the Guadalupe River. Recorded Texas Historic Landmark - 1965",False,False,True,29.697853515183162,-98.1292161399761
